Row_Label,Estimate,SE,P_Value
alpha[1],-0.6164167107151961,0.09023689569319261,8.427036846114788e-12
alpha[2],-0.14532031184531377,0.09884900076871714,0.1415281091555185
alpha[3],-0.12817047429717515,0.09947225342438196,0.19757030501772332
alpha[4],0.42178948442256864,0.12089595833021008,0.00048507896498084513
alpha[5],0.3628118259596653,0.11882272634814857,0.0022627355415816286
beta[1],1.2965932275661904,0.3718227625053438,0.000488239285331149
beta[2],0.8554996169495482,0.41725209719569306,0.04033337845909535
beta[3],0.720625813442605,0.40496780632551593,0.07516364874154902
beta[4],-0.17880860791743047,0.4416478021000388,0.6855752977534353
beta[5],-0.5193695572138998,0.43859855424711447,0.2363509119763494
lambda,0.056133791381388055,0.0019157033373034655,0.0
"sigma[1,1]",0.1048462255358807,0.004681205217732156,0.0
"sigma[2,1]",0.14295439074200136,0.0064651733904030634,0.0
"sigma[3,1]",0.08237822349570201,0.007389336149244305,0.0
"sigma[4,1]",0.049019607843137254,0.012759481072730228,0.00012212623279506118
"sigma[1,2]",0.07222739981360671,0.0039574247799843915,0.0
"sigma[2,2]",0.15146358066712048,0.006621311766187331,0.0
"sigma[3,2]",0.12893982808022922,0.008993818333611495,0.0
"sigma[4,2]",0.058823529411764705,0.013824606030752749,2.0906045372193205e-5
"sigma[1,3]",0.023998136067101584,0.0023472426426865887,0.0
"sigma[2,3]",0.12083049693669162,0.0060212695412763554,0.0
"sigma[3,3]",0.15401146131805157,0.009683102007192806,0.0
"sigma[4,3]",0.049019607843137254,0.012759481072730224,0.00012212623279506118
"sigma[1,4]",0.012581547064305684,0.001717111466416408,2.3514523661560816e-13
"sigma[2,4]",0.10347174948944861,0.005627961501614768,0.0
"sigma[3,4]",0.13896848137535817,0.009281477685440812,0.0
"sigma[4,4]",0.12418300653594772,0.019097341428682444,7.89259768652073e-11
"sigma[1,5]",0.016542404473438955,0.0019605614731357866,0.0
"sigma[2,5]",0.15588835942818244,0.006699615516427805,0.0
"sigma[3,5]",0.335243553008596,0.012655249510690176,0.0
"sigma[4,5]",0.6601307189542484,0.027544598124611117,0.0
