0.006202908918509036,0.004131191335432817,0.003970308165697309,-0.011362434795359684,-0.008125726707497992,-0.007730615683752135,1.0385418778694197e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.00413119133543282,0.007708991206547984,0.004082405653194793,-0.008136739318182304,-0.013995953861248625,-0.007956760449238239,3.7059028854110445e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.003970308165697314,0.004082405653194792,0.011466859540441429,-0.007955559837559432,-0.008095863041278092,-0.022745706195544575,-1.004491685057502e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.011362434795359649,-0.008136739318182266,-0.007955559837559361,0.09866231169055333,0.05637308473917053,0.05262651095372646,-7.1120898956858345e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.008125726707497992,-0.013995953861248616,-0.008095863041278066,0.05637308473917063,0.12681988956895981,0.05673502721805409,6.013037070349389e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.007730615683752158,-0.007956760449238244,-0.022745706195544557,0.052626510953726745,0.0567350272180542,0.14967317660090607,8.039276515970303e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.038541877869273e-5,3.7059028854102e-6,-1.0044916850575884e-5,-7.112089895673187e-6,6.013037070357326e-6,8.039276515971156e-5,3.90744800649215e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,1.8075322821935713e-5,-0.0,-0.0,-0.0,-0.0,-3.269575273994291e-7,-0.0,-0.0,-0.0,-0.0,-4.1376601213867323e-7,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,6.286267586343996e-5,-0.0,-0.0,-0.0,-0.0,-1.1183085466265773e-5,-0.0,-0.0,-0.0,-0.0,-1.148779719053543e-5,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,7.97350563737817e-5,-0.0,-0.0,-0.0,-0.0,-1.4849139114743179e-5,-0.0,-0.0,-0.0,-0.0,-3.691331834240974e-5,-0.0,-0.0
