0.00013709262303467765,1.3265379365692612e-7,7.450139847808811e-7,1.889064546005976e-7,6.755730443701461e-7,2.895596309129132e-7,7.19885445452669e-8,3.370785206430553e-7,5.491893471430826e-8,4.1806297292717027e-7,4.5101611167769845e-8,-2.718860879336447e-7,8.605838061205888e-9,2.091891618468602e-8,8.588751061595733e-9,5.483969916630377e-8,3.1543797328453142e-9,7.871140775742925e-9,4.71705885030194e-8,6.216561039715777e-9,4.768892744071701e-8,3.3909437257124017e-9,4.332634918125727e-7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.3265379365692605e-7,0.00014021041221126958,7.832251646608471e-8,2.4352290059456225e-8,7.403923153384933e-8,3.576499127155883e-8,1.1291936611790187e-8,4.3014527011610595e-8,9.011929228941632e-9,5.97543717150496e-8,7.346894055499501e-9,7.662515561371066e-9,-5.190371757521854e-8,5.360108317386744e-9,1.5150730830525985e-9,7.339079053157129e-9,1.9278945695036188e-9,1.7134788896986635e-9,6.368659736686339e-9,1.5116013289173053e-9,9.53209441064731e-9,9.79833719761095e-10,-9.038952038674694e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.45013984780881e-7,7.832251646608471e-8,0.0001384191588034195,1.0674079687165012e-7,3.549577404716878e-7,1.5919360943601423e-7,4.222338054599146e-8,1.984413927896138e-7,3.2675208133961245e-8,2.3393791039872269e-7,2.706552156410899e-8,2.4720951248445478e-8,4.626437189260348e-9,-1.4468559674802522e-7,3.758553793605386e-9,2.1120912957619712e-8,2.600029572574402e-9,4.362890724262816e-9,2.722310151704541e-8,3.667844173005932e-9,2.4515771611972906e-8,2.084622335351452e-9,5.680098430427701e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.8890645460059757e-7,2.4352290059456225e-8,1.0674079687165012e-7,0.00013997631511698398,1.302375592834238e-7,5.356470529312312e-8,1.5678673963017367e-8,5.833076633432504e-8,1.1772432889625362e-8,7.921845252269805e-8,9.744692160399726e-9,7.536188409168856e-9,1.5243625639147726e-9,4.491099293297928e-9,-5.543388774877508e-8,1.0672212500855566e-8,2.0616826820644482e-9,2.1187108980757023e-9,6.617002890872141e-9,1.5634440580573525e-9,9.886098388171426e-9,9.912850205167353e-10,-9.247742805130866e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.755730443701464e-7,7.403923153384937e-8,3.54957740471688e-7,1.302375592834238e-7,0.00013837239292927828,1.6023307804062407e-7,4.8059628949881715e-8,2.3524864927536447e-7,3.8434349618506794e-8,2.652967764213714e-7,2.8243164004186784e-8,5.3640351961281954e-8,7.774825672222045e-9,2.0260050528992375e-8,1.1132238722856967e-8,-2.500620316761211e-7,7.400380511916518e-9,8.283929572012422e-9,4.428468588611246e-8,7.2126217102719354e-9,4.380376015003285e-8,3.569849676688622e-9,7.321767940450158e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.8955963091291325e-7,3.576499127155883e-8,1.5919360943601426e-7,5.356470529312317e-8,1.602330780406241e-7,0.0001396295599890564,2.452128173148144e-8,9.2523608954369e-8,1.6302429217913417e-8,1.1249920211195016e-7,1.365368525466032e-8,4.1999559558104785e-9,1.532353265285992e-9,3.3623396167355765e-9,1.6503523086227688e-9,7.399485229946836e-9,-5.544618411882012e-8,2.9121112153498287e-9,1.1656759503609832e-8,1.5982422116708998e-9,1.0440725202434225e-8,9.489260796056227e-10,-6.424747884855436e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
7.198854454526688e-8,1.1291936611790183e-8,4.2223380545991445e-8,1.5678673963017367e-8,4.805962894988173e-8,2.452128173148144e-8,0.0001404201280568177,3.19878781580112e-8,6.239354442028907e-9,3.9863540968989033e-8,4.963310823922858e-9,8.32709974683955e-9,1.431549307373747e-9,5.280522456205396e-9,1.8214633721573288e-9,8.081918397120548e-9,3.1176126160238892e-9,-5.334015536833656e-8,7.192408472241576e-9,1.326684517863824e-9,8.37855882230477e-9,8.821254625884059e-10,-9.138921721814558e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.3707852064305537e-7,4.301452701161062e-8,1.9844139278961387e-7,5.8330766334325055e-8,2.3524864927536436e-7,9.252360895436901e-8,3.198787815801122e-8,0.00013929758366862488,2.4122130049288914e-8,1.843363549609768e-7,1.7223786350820007e-8,4.332081801358566e-8,7.235098381736908e-9,2.649495410007979e-8,7.492282203212954e-9,4.37777303614243e-8,1.2137967589169046e-8,8.018727479121078e-9,-2.4884772800681213e-7,5.967563665706594e-9,4.435654776424511e-8,3.384318426958757e-9,1.9803096330736226e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.4918934714308254e-8,9.011929228941634e-9,3.267520813396125e-8,1.1772432889625364e-8,3.843434961850681e-8,1.630242921791342e-8,6.239354442028907e-9,2.4122130049288937e-8,0.00014049537248015523,3.4930675172024936e-8,4.028726347433562e-9,6.903492359173087e-9,1.2011686088932318e-9,4.529318201487229e-9,1.237116970518953e-9,7.082473994699978e-9,1.7366650642474369e-9,1.2681415038553172e-9,5.2330366123502595e-9,-4.410318045021716e-8,8.089019566798676e-9,7.370040865752605e-10,-8.197513612286215e-8,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.1806297292717e-7,5.975437171504959e-8,2.3393791039872266e-7,7.921845252269808e-8,2.652967764213714e-7,1.1249920211195016e-7,3.986354096898902e-8,1.8433635496097675e-7,3.4930675172024936e-8,0.00013898799037203536,2.6354447018347454e-8,5.138877072477486e-8,8.238126845563416e-9,2.7703571960146048e-8,8.547141351798056e-9,4.3505645056245756e-8,1.0802710474214092e-8,7.95262831089448e-9,4.174575806671926e-8,7.88205062302639e-9,-2.6976583228447224e-7,4.494339362927883e-9,-2.847025330294077e-7,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
