Row_Label,Estimate,SE,P_Value
alpha[1],-0.5010237621511527,0.05108327306730567,0.0
alpha[2],0.9488362727001292,0.0812654070624208,0.0
alpha[3],1.7683535291644419,0.11768349748214962,0.0
alpha[4],0.29646400661395944,0.06416702876688445,3.8338469792176255e-6
alpha[5],1.2267004453444588,0.09248565122617416,0.0
alpha[6],2.430342585835519,0.15730499418431312,0.0
alpha[7],0.3776605768680662,0.06688734257328578,1.640150015802533e-8
alpha[8],1.07331008724468,0.08444569161079321,0.0
alpha[9],2.8868081187971386,0.19850638827785788,0.0
alpha[10],0.8112041129867494,0.07970347926016805,0.0
alpha[11],1.9837654781316931,0.133586308860382,0.0
alpha[12],3.2959393978521336,0.25360049117868994,0.0
alpha[13],0.6762326320443134,0.07576518440781976,0.0
alpha[14],2.216941105915615,0.14801712301525366,0.0
beta[1],0.4326680724498295,0.20321253497607025,0.033242623975765495
beta[2],0.4618933125718418,0.3550365609833278,0.19326737597921895
beta[3],-0.5199238035592241,0.4541700420617401,0.2523011937024957
beta[4],-0.6859049574416203,0.2453794338387089,0.005185430228816346
beta[5],-1.1394681704331093,0.3446788242615614,0.0009467731364853904
beta[6],0.9700115317896448,0.8242645818568273,0.23926712248153503
beta[7],-1.1155338061606552,0.2392365337110285,3.117983865541518e-6
beta[8],-0.4924816263481171,0.3445888840307029,0.15295076585839618
beta[9],0.22022028559363405,0.9200593780780828,0.8108307646914785
beta[10],-1.5694508513091245,0.27052699863033175,6.574101041323388e-9
beta[11],-1.8562483191606274,0.4448607094308171,3.010764255750864e-5
beta[12],-2.3918973837968545,0.8050724396756325,0.0029679916879008506
beta[13],-1.287504446175142,0.27305941896250263,2.4158346332292524e-6
beta[14],-1.0908186103346316,0.5548082149480259,0.04928494157486907
lambda,0.07251635631279185,0.0015479915271554877,0.0
