0.009362331694886672,0.005767336143918096,0.005606520171164997,0.005428966211292307,-0.016267540387280913,-0.01109159423418364,-0.010673409648803776,-0.010363237827706791,5.950608845481433e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.005767336143918098,0.011380278115302985,0.00567525195297066,0.005504309041103421,-0.01097332314533443,-0.0186705294742165,-0.010712311372323024,-0.010423416377045497,2.421403467678715e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.005606520171164998,0.00567525195297066,0.011493995282645135,0.005495404380044981,-0.010699699891544345,-0.010804572989147726,-0.020571850971799383,-0.010299217058931758,4.378052247449577e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
0.0054289662112923034,0.00550430904110342,0.00549540438004498,0.0210798710117592,-0.010419615660596794,-0.010219313096572223,-0.010477339408131425,-0.04214548611605463,-2.7542779751502063e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.016267540387280923,-0.010973323145334437,-0.010699699891544352,-0.010419615660596805,0.16818528025380097,0.09351097405682815,0.08887355496663399,0.08406609939300126,-2.329785500686361e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.01109159423418363,-0.018670529474216498,-0.01080457298914772,-0.010219313096572237,0.09351097405682804,0.22592346569080785,0.09163827265070192,0.08621957161643246,-7.481003138555939e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.010673409648803788,-0.010712311372323036,-0.0205718509717994,-0.010477339408131458,0.08887355496663399,0.09163827265070193,0.19806436388636692,0.08989411156823574,8.802040130410466e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.010363237827706788,-0.0104234163770455,-0.010299217058931762,-0.04214548611605464,0.08406609939300119,0.08621957161643244,0.08989411156823567,0.268306688178162,7.767486574944388e-5,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.950608845480869e-6,2.421403467677794e-6,4.378052247449335e-6,-2.754277975150141e-5,-2.329785500685981e-5,-7.48100313855563e-5,8.80204013041163e-6,7.76748657494397e-5,5.919702335112568e-6,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,2.783927536619625e-5,-0.0,-0.0,-0.0,-0.0,-1.5216873535456954e-6,-0.0,-0.0,-0.0,-0.0,-2.4267921567683794e-7,-0.0,-0.0,-0.0,-0.0,-5.881256502372218e-7,-0.0,-0.0,-0.0,-0.0
