Row_Label,Estimate,SE,P_Value
alpha[1],-0.49350875654762194,0.0787585482249961,3.70208086408752e-10
alpha[2],0.00891117029116158,0.08780086108090275,0.9191591366824212
alpha[3],0.5626927652911249,0.10708342327569394,1.4825465788348424e-7
beta[1],1.3551480308758441,0.3141055741156997,1.6010397760890527e-5
beta[2],1.2859361671793212,0.35611780293739853,0.00030503590102171074
beta[3],0.44796348837535316,0.38687617734994495,0.2469053089520754
lambda,0.053140190444066086,0.0019767265887047076,0.0
"sigma[1,1]",0.0946372239747634,0.004398784751055402,0.0
"sigma[2,1]",0.19786096256684493,0.007289073277122201,0.0
"sigma[3,1]",0.14938608458390176,0.00932991671990755,0.0
"sigma[4,1]",0.058823529411764705,0.0130757385027555,6.837752200672398e-6
"sigma[1,2]",0.027715187021180712,0.0024739422362334267,0.0
"sigma[2,2]",0.14705882352941177,0.00648161541984967,0.0
"sigma[3,2]",0.208731241473397,0.010630865047244566,0.0
"sigma[4,2]",0.07647058823529412,0.014680956894988965,1.900365524942771e-7
"sigma[1,3]",0.02658855340243353,0.002424960763386771,0.0
"sigma[2,3]",0.22961229946524064,0.0076944943457158774,0.0
"sigma[3,3]",0.4208731241473397,0.012909900717764369,0.0
"sigma[4,3]",0.7705882352941177,0.02315894225735543,0.0
