8.679290689103212e-5,5.043931842801223e-7,1.771098988591033e-7,5.190552799532182e-7,2.739364784044154e-7,8.470953725090275e-8,2.689301627714674e-7,-1.77712577996677e-7,2.1671341822877935e-8,6.722217746317509e-9,2.777905053825102e-8,3.001512352570882e-8,1.0920509050969183e-8,3.423295270715647e-8,2.4811357110886184e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.043931842801224e-7,8.760442184248233e-5,1.0472828040378117e-7,2.777168026657474e-7,1.5863329832233805e-7,4.7778420763471236e-8,1.5273290444969013e-7,2.4297985488820764e-8,-1.2302364137114294e-7,5.41276103763066e-9,1.892642775070294e-8,1.9977996065525037e-8,6.3390358164322965e-9,2.1319015558405076e-8,-4.448502734842563e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.7710989885910325e-7,1.0472828040378114e-7,8.842513182779431e-5,1.25474281368037e-7,6.820302837676008e-8,2.2784024837402257e-8,6.85369932299821e-8,6.344670638462767e-9,6.45951564286839e-9,-4.826069763761318e-8,8.049578225204817e-9,6.231792015414083e-9,2.7495797746823038e-9,8.971574197511626e-9,-9.234105636191846e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.190552799532182e-7,2.7771680266574743e-7,1.25474281368037e-7,8.744282408428674e-5,2.0986337476557354e-7,5.871052582726837e-8,1.7314358608718787e-7,2.8169532321337675e-8,1.7620537835274112e-8,8.029245127253767e-9,-1.5305208051226653e-7,3.183368005727348e-8,9.9267374306254e-9,2.4830254500301247e-8,1.1359092846329774e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.7393647840441547e-7,1.5863329832233805e-7,6.820302837676006e-8,2.0986337476557356e-7,8.803728382390734e-5,3.7718284676639675e-8,1.2208186752724613e-7,2.823167888188728e-8,2.085854637912795e-8,6.850282510332981e-9,3.1137022179972455e-8,-1.5405605324510383e-7,7.63302163734247e-9,2.586285238333624e-8,-4.953453240074112e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8.470953725090275e-8,4.7778420763471216e-8,2.2784024837402267e-8,5.871052582726834e-8,3.7718284676639675e-8,8.873440297667019e-5,4.9412655423281984e-8,9.584555401105749e-9,6.640475071050074e-9,3.221586127827004e-9,9.34195010943716e-9,7.860434605187066e-9,-6.187737301869945e-8,1.3198937946166761e-8,-7.007473486858586e-9,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.6893016277146736e-7,1.5273290444969007e-7,6.853699322998206e-8,1.731435860871879e-7,1.2208186752724608e-7,4.941265542328196e-8,8.805245728054286e-5,3.5285273393329224e-8,2.3338760907012307e-8,8.450788777961127e-9,2.5545964786673215e-8,2.4224067931205054e-8,1.2079093022514041e-8,-1.7059218675719442e-7,-1.9564390182037702e-7,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-1.7771257799667468e-7,2.429798548881944e-8,6.3446706384600736e-9,2.816953232134093e-8,2.8231678881885836e-8,9.584555401105538e-9,3.5285273393323546e-8,8.897700671989759e-5,2.063042766198199e-8,6.601735090822557e-9,2.1393295705007985e-8,1.7022131135544377e-8,5.705190374952207e-9,1.966364907573735e-8,3.851252284375044e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.1671341822877935e-8,-1.2302364137114292e-7,6.45951564286839e-9,1.762053783527412e-8,2.0858546379127956e-8,6.640475071050074e-9,2.33387609070123e-8,2.0630427661983364e-8,8.901709111705211e-5,4.219704661892861e-9,1.2865319027996578e-8,1.0680190624286582e-8,3.2389705422848854e-9,1.1430707218477312e-8,-4.7444972150704344e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.722217746317512e-9,5.412761037630657e-9,-4.82606976376132e-8,8.029245127253769e-9,6.850282510332979e-9,3.2215861278270054e-9,8.450788777961124e-9,6.601735090822877e-9,4.219704661892861e-9,8.906294575478275e-5,5.765253294005324e-9,3.846758508036149e-9,1.6316627815452053e-9,4.316110683740017e-9,-1.088526642066046e-8,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
