Row_Label,Estimate,SE,P_Value
alpha[1],-0.6163832980655207,0.09451150200786929,6.947753483643737e-11
alpha[2],1.3390843404321375,0.18288028218076235,2.440270208126094e-13
alpha[3],0.01690622474962426,0.10862504705378284,0.8763180823183911
alpha[4],0.6714040555468356,0.13660323590538925,8.878527586464457e-7
alpha[5],0.052984034761010754,0.11086725479497554,0.6327176982175455
alpha[6],0.6864394724869769,0.13566261993317483,4.194734657403387e-7
alpha[7],0.5095192912693891,0.13336801447594657,0.00013323489611827277
alpha[8],1.491080368720668,0.19695717343271657,3.708144902248023e-14
alpha[9],0.4300793257533727,0.1297571703809694,0.0009180924365816967
alpha[10],2.237395504047985,0.2945844740894253,3.086420008457935e-14
beta[1],1.439939747777264,0.3987081812324692,0.000304415915323597
beta[2],-0.23672076939264589,0.7121449618294337,0.7395832267468312
beta[3],0.48348065506307536,0.45914917781711573,0.29234441504973074
beta[4],1.1687728698910105,0.6193308513813871,0.05913957704983064
beta[5],0.6141310083556343,0.4532774809234511,0.17545971902938962
beta[6],1.204543317297755,0.6170471757081333,0.05092527029077165
beta[7],-0.5224776350031856,0.48336454284080244,0.279733406842132
beta[8],-0.243345155513389,0.6955778210030242,0.726454234708964
beta[9],-0.9966398755910431,0.4647723862786299,0.03200395598273098
beta[10],-1.6932947210791698,0.9506034101433348,0.07486605387910328
lambda,0.06562399292318885,0.002004334119001508,0.0
"sigma[1,1]",0.04468233651384687,0.0031598506875605554,0.0
"sigma[2,1]",0.03907577302072715,0.00358720050550449,0.0
"sigma[3,1]",0.02212705210563883,0.00399374645712668,3.01738711794286e-8
"sigma[4,1]",0.003215434083601286,0.05762590812481029,0.9555024011187996
"sigma[1,2]",0.08075401442867117,0.0041623321544223095,0.0
"sigma[2,2]",0.09480122324159021,0.005409626392591323,0.0
"sigma[3,2]",0.05710206995003569,0.006237485055646275,0.0
"sigma[4,2]",0.04180064308681672,0.01206680626923655,0.0005320055051392103
"sigma[1,3]",0.03095182685594601,0.002651781249250079,0.0
"sigma[2,3]",0.05980292218824329,0.004383146363138806,0.0
"sigma[3,3]",0.030692362598144184,0.004661529541705557,4.573941225771705e-11
"sigma[4,3]",0.00964630225080386,0.006820965734918463,0.157299207050285
"sigma[1,4]",0.05119851058878287,0.00336976922890148,0.0
"sigma[2,4]",0.11247026843357119,0.005833004243909762,0.0
"sigma[3,4]",0.08922198429693076,0.007646547339170496,0.0
"sigma[4,4]",0.028938906752411574,0.010231448602377693,0.004677734981047177
"sigma[1,5]",0.019548522224808004,0.002124453385770183,0.0
"sigma[2,5]",0.04757050628610262,0.003937401562080124,0.0
"sigma[3,5]",0.055674518201284794,0.006164647830714738,0.0
"sigma[4,5]",0.04501607717041801,0.01248521341986046,0.00031149097676741455
"sigma[1,6]",0.01698859669536886,0.0019848529599929155,0.0
"sigma[2,6]",0.09208290859667007,0.00533975751348301,0.0
"sigma[3,6]",0.11063526052819414,0.008408389317490342,0.0
"sigma[4,6]",0.03536977491961415,0.011184904907347967,0.0015654022580025018
"sigma[1,7]",0.0058180125669071445,0.0011840021191788612,8.930364072678998e-7
"sigma[2,7]",0.036017669045191984,0.0034507136213004722,0.0
"sigma[3,7]",0.06780870806566738,0.006751997911790761,0.0
"sigma[4,7]",0.028938906752411574,0.010231448602377697,0.004677734981047177
"sigma[1,8]",0.00884337910169886,0.0014472426348117547,9.93181981101543e-10
"sigma[2,8]",0.07611281005776419,0.004898937911082409,0.0
"sigma[3,8]",0.09350463954318344,0.007808192703389177,0.0
"sigma[4,8]",0.09646302250803858,0.017912733586210785,7.237829868778078e-8
"sigma[1,9]",0.0023272050267628577,0.0007747340390403867,0.0026656389735892905
"sigma[2,9]",0.014610941216445803,0.0022376548665207787,6.595546331311652e-11
"sigma[3,9]",0.015703069236259814,0.0033986126040747694,3.829359735973981e-6
"sigma[4,9]",0.04501607717041801,0.01248521341986046,0.00031149097676741455
"sigma[1,10]",0.014428671165929718,0.0018338413508742855,3.552713678800501e-15
"sigma[2,10]",0.14135236153584776,0.0064303511442221585,0.0
"sigma[3,10]",0.31905781584582443,0.012483455616292598,0.0
"sigma[4,10]",0.6077170418006431,0.044322320567688395,0.0
