8.676328734014653e-5,5.693771271403361e-7,4.865964678186004e-7,2.173558006613217e-7,2.685190905601524e-7,3.015786139931471e-7,-1.834993461517553e-7,2.8555657212265812e-8,2.8836141253273736e-8,6.462233243814113e-9,3.4675405283295494e-8,3.630022050307103e-8,2.0364607516002914e-7,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.69377127140336e-7,8.746473110614533e-5,2.976812772984009e-7,1.320059289986507e-7,1.7291785986392072e-7,1.8176795354455465e-7,3.090078962934529e-8,-1.385748838593859e-7,2.0897960242108982e-8,6.401651674266957e-9,2.4868811894895118e-8,2.446124052563386e-8,-6.350972338852925e-9,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.865964678186004e-7,2.9768127729840074e-7,8.756035281153869e-5,1.2877722423830833e-7,1.770872019828599e-7,1.7838712006347634e-7,2.8625869510444916e-8,2.0634222990868425e-8,-1.3909631560445763e-7,6.084946675659405e-9,2.8128202141017817e-8,2.4839404562370014e-8,2.2806539082379952e-8,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.1735580066132173e-7,1.3200592899865073e-7,1.2877722423830833e-7,8.832648417114095e-5,7.88447218782193e-8,8.304652602648593e-8,6.264415063204682e-9,7.007672641554154e-9,6.022094418401427e-9,-5.0148043478788196e-8,1.0116466769340176e-8,9.141725978494535e-9,-5.2263841433067554e-8,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.6851909056015237e-7,1.7291785986392075e-7,1.770872019828599e-7,7.884472187821931e-8,8.806752858548599e-5,1.394275999977345e-7,3.2389690507457586e-8,2.5032106047374132e-8,2.789524738880652e-8,1.0686901481104407e-8,-1.68511974232236e-7,3.371179463890499e-8,-5.583493695109918e-9,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.0157861399314695e-7,1.817679535445546e-7,1.7838712006347636e-7,8.304652602648592e-8,1.3942759999773453e-7,8.798604596710078e-5,3.697302040324566e-8,2.6310453689624193e-8,2.4780342783224487e-8,8.981374615085157e-9,3.182268803383261e-8,-1.726133280491588e-7,-1.5541905081763068e-7,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-1.8349934615175313e-7,3.090078962934523e-8,2.862586951044517e-8,6.264415063204133e-9,3.238969050745754e-8,3.697302040324403e-8,8.897449266363687e-5,2.4455319280272835e-8,2.1279673670902926e-8,7.1993365923739475e-9,1.8439339943621953e-8,2.0856574236135232e-8,3.374367678209262e-8,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.855565721226583e-8,-1.3857488385938592e-7,2.0634222990868425e-8,7.007672641554154e-9,2.5032106047374132e-8,2.631045368962419e-8,2.4455319280273278e-8,8.90082229117331e-5,1.3995933791111617e-8,5.250281207351041e-9,1.2628881064832347e-8,1.332042898627163e-8,-4.211163005062828e-8,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.883614125327374e-8,2.0897960242108976e-8,-1.3909631560445763e-7,6.022094418401424e-9,2.7895247388806528e-8,2.478034278322448e-8,2.1279673670902866e-8,1.3995933791111607e-8,8.901077117605862e-5,4.918279586053154e-9,1.4338183374877778e-8,1.2970053907281653e-8,6.310485640131031e-9,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.462233243814114e-9,6.40165167426696e-9,6.0849466756594105e-9,-5.01480434787882e-8,1.0686901481104406e-8,8.981374615085159e-9,7.19933659237404e-9,5.250281207351042e-9,4.918279586053154e-9,8.906025929217213e-5,5.574449281929732e-9,4.9024182213238956e-9,-8.671057774267548e-9,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
