Row_Label,Estimate,SE,P_Value
alpha[1],-0.5079405575729777,0.05111327230705313,0.0
alpha[2],1.4500753792190446,0.10018732641571473,0.0
alpha[3],1.7481243355092775,0.11701183240812806,0.0
alpha[4],1.7742354084528147,0.11765587202832498,0.0
alpha[5],0.3000252761225888,0.06413073100936086,2.8920864618697806e-6
alpha[6],2.2659809544754226,0.15431560667427002,0.0
alpha[7],1.6197744132257084,0.10810245690467273,0.0
alpha[8],2.4352597557385818,0.1572892340728419,0.0
alpha[9],0.3820349252322611,0.06685023429993682,1.0984079201747932e-8
alpha[10],1.2725580480931815,0.09180667796247406,0.0
alpha[11],2.422377165904732,0.16258547542608015,0.0
alpha[12],2.8918313961262414,0.1984883028303852,0.0
alpha[13],0.8148459543711595,0.07967374350024554,0.0
alpha[14],2.8323632712806956,0.2025055412978056,0.0
alpha[15],2.507938727822184,0.17023615938695963,0.0
alpha[16],3.3009588527992157,0.2535676393705009,0.0
alpha[17],0.6795451618136166,0.07573668454236117,0.0
alpha[18],2.6988929632350462,0.18354260385278173,0.0
alpha[19],3.1796539623123508,0.2376087876351116,0.0
beta[1],0.4519780256051958,0.20268781656541104,0.025752620165947482
beta[2],1.4102189272366294,0.5456063152788307,0.009746879316663293
beta[3],-0.6535664944657994,0.4426827083716459,0.1398427587347828
beta[4],-0.47024252059050997,0.45419392344547915,0.3005128446071934
beta[5],-0.6616047653782795,0.24502777978887655,0.0069314166633720475
beta[6],-2.7224452926716833,0.47687539367742443,1.1369276409212148e-8
beta[7],0.24100085620582407,0.49456301106313405,0.6260453166028939
beta[8],0.9922487817919995,0.8237220444144292,0.2283609418268404
beta[9],-1.0981595256576155,0.23880708635150233,4.254997692410001e-6
beta[10],-0.12568816536537014,0.3971888257402665,0.7516652479995134
beta[11],-1.3933792697879261,0.5827509896328392,0.0168008524312262
beta[12],0.2420263556165982,0.9195724804402202,0.7924007230664467
beta[13],-1.548669338930612,0.27015054183908244,9.889331131773815e-9
beta[14],-2.64692095753784,0.6265920184646058,2.396705100915497e-5
beta[15],-1.5838577322815464,0.5930793738023274,0.007572343714670193
beta[16],-2.360890455563391,0.8047873064302146,0.003351007502886194
beta[17],-1.2696315803269205,0.2727438217556036,3.2392830493499503e-6
beta[18],-0.3612261318246149,0.7697067545621714,0.6388526600666797
beta[19],-1.9949603616654925,0.7904860432672886,0.011612249754017867
lambda,0.07170320905856255,0.001565036300398171,0.0
