8.686820305571139e-5,8.827116080734402e-8,4.821267342759887e-7,1.130288317999209e-7,4.93467479210107e-7,5.9032812984523484e-8,2.448620368274513e-7,4.533862404884999e-8,2.645150658789885e-7,-1.6686904827540313e-7,6.9079554267621255e-9,2.1878061947533895e-8,2.080790340747597e-9,2.4995210797602335e-8,2.578377369752777e-9,2.9232512618240965e-8,5.576573825353554e-9,3.2730431263864174e-8,1.9818384501896723e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
8.827116080734404e-8,8.872719622480703e-5,5.893715978824988e-8,1.6521035166646504e-8,5.715375678601813e-8,8.778418254463547e-9,3.401329351281808e-8,7.898366753337747e-9,3.994576087098221e-8,6.920924437823043e-9,-4.537456174476789e-8,5.928514509706363e-9,1.2163335999630037e-9,6.272085482628922e-9,1.0349359345786556e-9,5.6697656647826955e-9,1.6126813611940051e-9,7.743621723819016e-9,-5.796673433873376e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.821267342759887e-7,5.8937159788249855e-8,8.757965555693752e-5,7.223136453268677e-8,2.8937544386039076e-7,3.5906982709973434e-8,1.556803993468929e-7,2.8899632369897196e-8,1.5264039466357974e-7,2.3382859643079484e-8,5.464844901814446e-9,-1.2473434876189497e-7,2.2026665641249522e-9,2.0796288169484403e-8,2.198849701126168e-9,2.143336211615842e-8,4.40550073263888e-9,1.9958833138460118e-8,3.9360976395282625e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.130288317999209e-7,1.652103516664649e-8,7.223136453268677e-8,8.864010101345516e-5,7.913917825314481e-8,1.1939344610748379e-8,3.825582325892086e-8,9.622925174521908e-9,4.733599778655854e-8,1.7700585329297576e-9,1.3064893097865813e-9,3.1397226607668405e-9,-2.2383202572574646e-8,2.3306459150038093e-9,6.693324332562164e-10,1.7792639461066961e-9,1.1824935009273048e-9,5.242198013920709e-9,-1.2336523721043634e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.934674792101073e-7,5.715375678601815e-8,2.8937544386039076e-7,7.913917825314482e-8,8.746423300348878e-5,4.2175864095335705e-8,1.937825991630048e-7,3.059773016338371e-8,1.7149796256185674e-7,2.5193581169344967e-8,6.186220751021855e-9,1.9699655807431606e-8,2.3796673853828284e-9,-1.490938307494415e-7,3.0089563858935543e-9,3.373083095821539e-8,4.723082800176595e-9,2.366467968648304e-8,1.4518980400386686e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
5.90328129845235e-8,8.778418254463549e-9,3.5906982709973454e-8,1.1939344610748379e-8,4.21758640953357e-8,8.884588410448597e-5,2.2627406626643665e-8,5.134461599399386e-9,2.606785640365431e-8,2.7269483087385062e-9,9.905297015968912e-10,2.624082739537375e-9,4.960682275333111e-10,3.195889161519254e-9,-2.1604991205351926e-8,2.577718385503738e-9,8.05862958440604e-10,3.882585334083912e-9,-4.9223283005235515e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.448620368274513e-7,3.401329351281808e-8,1.5568039934689302e-7,3.825582325892087e-8,1.9378259916300478e-7,2.2627406626643665e-8,8.808867759452796e-5,2.2551762964260318e-8,1.1887995069941582e-7,2.648404425076546e-8,6.4713419761953876e-9,2.0480495671181295e-8,3.5656081265285134e-9,3.1700558032431136e-8,3.21762345560746e-9,-1.600902257153348e-7,5.920187160863697e-9,2.7496414723277718e-8,5.037304454361851e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.533862404884999e-8,7.898366753337744e-9,2.8899632369897206e-8,9.622925174521905e-9,3.059773016338372e-8,5.134461599399389e-9,2.2551762964260325e-8,8.888183355969638e-5,3.001890690148113e-8,5.6718838925243755e-9,1.592437129168488e-9,4.83230097688075e-9,1.065927860613908e-9,4.841839722500178e-9,8.288886093741747e-10,5.225378907830287e-9,-3.8786468585691543e-8,7.86776489698421e-9,-5.113423489751964e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.6451506587898857e-7,3.9945760870982204e-8,1.5264039466357971e-7,4.733599778655854e-8,1.7149796256185666e-7,2.6067856403654318e-8,1.1887995069941584e-7,3.001890690148113e-8,8.803837338825265e-5,3.384146995303858e-8,7.495850939126197e-9,2.1354892409369518e-8,4.5327919284792286e-9,2.448864105805304e-8,3.8009017468070064e-9,2.552955449238583e-8,7.689089448681815e-9,-1.7085801728893902e-7,-1.5141341030801057e-7,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-1.6686904827540596e-7,6.920924437821916e-9,2.338285964308021e-8,1.7700585329273618e-9,2.5193581169347736e-8,2.7269483087375463e-9,2.648404425076642e-8,5.671883892523388e-9,3.384146995303563e-8,8.898316304718572e-5,4.7177638335120095e-9,1.958503980170223e-8,3.4553352817458328e-9,1.982798234390123e-8,2.4103169045700962e-9,1.5479769631815957e-8,3.244503984958842e-9,1.8700486416832796e-8,2.2091493554022943e-8,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
