Row_Label,Estimate,SE,P_Value
alpha[1],-0.4979287838761359,0.05194162371465455,0.0
alpha[2],1.368332870750244,0.09775047804288212,0.0
alpha[3],1.4179250001785344,0.10049780569601888,0.0
alpha[4],1.7147586552131706,0.11724511366176447,0.0
alpha[5],1.7423832459544752,0.11788764501472365,0.0
alpha[6],0.4126568157908101,0.0683562982272333,1.571502927788515e-9
alpha[7],1.884284759151935,0.12437323569908099,0.0
alpha[8],2.227255732345198,0.15445738072114398,0.0
alpha[9],1.5865598996581882,0.10838290383638462,0.0
alpha[10],2.398101456659109,0.15747774890289748,0.0
alpha[11],0.4750838278989279,0.070774610105567,1.911470981497132e-11
alpha[12],2.1661772195909457,0.14214088880234105,0.0
alpha[13],1.2441180985142262,0.09224395409565135,0.0
alpha[14],2.3825351182252854,0.16273310955082113,0.0
alpha[15],2.8517919914909533,0.19861464008054838,0.0
alpha[16],0.8566967891808895,0.08273780741764633,0.0
alpha[17],3.074582621310674,0.2341621744782809,0.0
alpha[18],2.791534243998678,0.20259051028216402,0.0
alpha[19],2.4678987754972193,0.1703691456848074,0.0
alpha[20],3.2598466208304484,0.25359729862475977,0.0
alpha[21],0.7076513185695367,0.07817302229456116,0.0
alpha[22],3.210542858455928,0.23777406472434118,0.0
alpha[23],2.6578737789765143,0.1836759935401208,0.0
alpha[24],3.138197677498601,0.23765911082234437,0.0
alpha[25],3.1211867552749673,0.2281822660998978,0.0
beta[1],0.42653531882339984,0.20606047856089504,0.03845683096796271
beta[2],3.069669250718317,0.7165319229365129,1.8350935645283784e-5
beta[3],1.353762060053834,0.5444839727770917,0.01290714006148308
beta[4],-0.6243234459672666,0.4439525430536212,0.15963975053514545
beta[5],-0.4098361311301299,0.45634720819338476,0.36914309886636
beta[6],-0.9388578676069405,0.2549018708152552,0.00023031261799677516
beta[7],0.7314017628884327,0.615531429483503,0.23473714293334647
beta[8],-2.7330210238045916,0.4774978709750518,1.042718578148083e-8
beta[9],0.19712362027839678,0.49441387112199336,0.690113060770936
beta[10],0.947675593934031,0.8219843134514788,0.24894649856325568
beta[11],-1.3120465693896688,0.24700374333833588,1.0851854881366307e-7
beta[12],0.8628965736173696,0.7287600455328597,0.23638879443229976
beta[13],-0.15841276225469697,0.3978438975279402,0.6904988429365635
beta[14],-1.4117408102556788,0.5829588522950544,0.015448873751813919
beta[15],0.20649857840141544,0.918464569666338,0.8221113665973747
beta[16],-1.6298759200600574,0.28089537061235775,6.536041263771608e-9
beta[17],-3.021641498268074,0.6978193503438557,1.4902813429085171e-5
beta[18],-2.663307689563034,0.6268797624068175,2.1519282883852853e-5
beta[19],-1.5969547849000743,0.5933196961037428,0.007111898337527789
beta[20],-2.374702706420467,0.804693726671847,0.003166812676578923
beta[21],-1.353148950749927,0.27857225715580347,1.1891115825335419e-6
beta[22],0.05022749961549362,1.0698483283104006,0.9625544778631578
beta[23],-0.39361694826840327,0.7691958101368047,0.6088432845326719
beta[24],-2.016467755011386,0.7903303862853694,0.010728378223263224
beta[25],-0.0006294878067453093,1.0170057138076516,0.9995061398738214
lambda,0.07522670326697342,0.0016138114154340205,0.0
