8.689144819379658e-5,4.524734521406043e-7,1.8859089566430508e-7,3.9967603476770847e-7,1.7049641293665317e-7,2.306408714615805e-7,6.992510118914723e-8,2.603570161952554e-7,-1.646242678646259e-7,2.2678669207978658e-8,5.388510627327225e-9,2.4391990559811233e-8,4.17709376549943e-9,2.914765262648088e-8,6.4430490787408264e-9,3.212177544631849e-8,2.1702834046110043e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
4.524734521406043e-7,8.766439340675553e-5,1.1109437142531292e-7,2.2079110962575428e-7,9.392873618814804e-8,1.421156649575418e-7,3.974564661915901e-8,1.4502011509783003e-7,2.433421234760701e-8,-1.2770118103829638e-7,5.840311994396335e-9,1.7997282148071966e-8,4.661986433268369e-9,2.3505159730340966e-8,4.682783901181992e-9,2.0756417197626105e-8,4.639696973840947e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.8859089566430516e-7,1.110943714253129e-7,8.836147974238657e-5,1.161322016944975e-7,5.003188207790144e-8,6.500449320015532e-8,2.072626859276624e-8,7.386039920006662e-8,5.251523173240751e-9,6.622238172042149e-9,-4.6579462555196935e-8,6.227411321557363e-9,2.1311615233539734e-9,6.481993526871465e-9,1.4550396227354664e-9,8.945930438611817e-9,-1.0164600002717194e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
3.996760347677084e-7,2.2079110962575436e-7,1.1613220169449753e-7,8.770373260664235e-5,9.619203657484617e-8,1.473326238911653e-7,4.2849594064342277e-8,1.4597303609197547e-7,2.36914263655704e-8,1.750019495025936e-8,6.565688417355232e-9,-1.3056040584644578e-7,4.898497938000554e-9,2.38412760270187e-8,6.3475561800903326e-9,2.1425839338514058e-8,4.52278932139976e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
1.7049641293665317e-7,9.392873618814802e-8,5.00318820779014e-8,9.619203657484609e-8,8.843606698389425e-5,6.395112553786477e-8,1.7712636113555137e-8,6.408787945602333e-8,4.249611522873367e-9,4.834909027412123e-9,2.026494411996443e-9,4.8766542653227576e-9,-4.28480339437099e-8,9.117822469321177e-9,1.3590786568026496e-9,7.320419461779545e-9,-1.725794711583551e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.3064087146158048e-7,1.4211566495754181e-7,6.500449320015531e-8,1.473326238911652e-7,6.395112553786477e-8,8.81291160593526e-5,2.9515523186120754e-8,1.1778960875789724e-7,2.761749926436069e-8,2.3562559541405638e-8,7.239965537683725e-9,2.3371214402083794e-8,9.265904352391917e-9,-1.5946008789132313e-7,5.8053764649352445e-9,2.7721653264254695e-8,-4.911908281264157e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
6.992510118914723e-8,3.974564661915902e-8,2.0726268592766226e-8,4.284959406434227e-8,1.7712636113555137e-8,2.951552318612074e-8,8.878848066004989e-5,3.979401810467868e-8,5.440540251098667e-9,4.539270977735172e-9,1.897785670316376e-9,6.13045308516662e-9,1.4322993945433502e-9,5.974310524989383e-9,-4.2091166140645066e-8,9.150390295168122e-9,-8.991660203593391e-9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.603570161952554e-7,1.4502011509783003e-7,7.386039920006667e-8,1.4597303609197558e-7,6.408787945602332e-8,1.1778960875789717e-7,3.9794018104678685e-8,8.804469803916816e-5,3.364157909382248e-8,2.2204814253522456e-8,8.337640811170238e-9,2.1223514548059324e-8,7.34411272330286e-9,2.6257946692213442e-8,8.392286754097536e-9,-1.6904386479555237e-7,-1.502311523126069e-7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
-1.6462426786462595e-7,2.433421234760701e-8,5.251523173240755e-9,2.369142636557041e-8,4.249611522873367e-9,2.7617499264360682e-8,5.4405402510986675e-9,3.36415790938225e-8,8.898449633661405e-5,1.941405087717831e-8,6.323851919285786e-9,1.7471759046671342e-8,5.371055690861524e-9,1.5644031204619623e-8,3.6963793612163055e-9,1.8505525273053612e-8,2.0740712958288314e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
2.2678669207978648e-8,-1.2770118103829646e-7,6.6222381720421485e-9,1.7500194950259364e-8,4.834909027412121e-9,2.3562559541405628e-8,4.539270977735172e-9,2.220481425352245e-8,1.9414050877178308e-8,8.901620301387899e-5,4.691408212126423e-9,1.1194783993818699e-8,3.830053065325235e-9,1.163998650358374e-8,2.4308719278760794e-9,1.1244272720733253e-8,-2.4843584310051828e-8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
