z,k,irlsg_4,irlsg_5,irlsg_10,reinforcement_learning
2,2,0.8869047619047619,0.875,0.8690476190476191,0.8422619047619048
2,3,0.7529761904761905,0.7410714285714286,0.7321428571428571,0.7559523809523809
