Row_Label,Estimate,SE,P_Value
alpha[1],-0.3568440291777236,0.08145027461230454,1.1806681256221196e-5
alpha[2],0.09764476122962347,0.09031663456546339,0.27963565554217307
alpha[3],0.1293453038764755,0.0910994060217858,0.15565834803287926
alpha[4],0.6735602492926104,0.11364491404355073,3.0873645862072863e-9
beta[1],1.4786966902202863,0.3355817086975725,1.0511804599211416e-5
beta[2],1.1534730672944704,0.38265963748586473,0.0025752389121656005
beta[3],1.0939955604746603,0.37392937923779423,0.003437106163543424
beta[4],0.11042043762124473,0.40648969246839256,0.7858958555655473
lambda,0.0540688502865809,0.0018726094149180137,0.0
"sigma[1,1]",0.11162899091120951,0.004812105600737216,0.0
"sigma[2,1]",0.15457950289410963,0.006677583070660348,0.0
"sigma[3,1]",0.08745519713261649,0.007593173243584137,0.0
"sigma[4,1]",0.04918032786885246,0.012798995458105367,0.00012178013029995327
"sigma[1,2]",0.07364250757399207,0.003993264336509657,0.0
"sigma[2,2]",0.16785835886959483,0.006903109386696808,0.0
"sigma[3,2]",0.15555555555555556,0.009725303914149453,0.0
"sigma[4,2]",0.07540983606557378,0.015441776871858473,1.0422193357229048e-6
"sigma[1,3]",0.01980890235376369,0.0021395827778767497,0.0
"sigma[2,3]",0.12563840653728295,0.006123680588457141,0.0
"sigma[3,3]",0.17921146953405018,0.010288738949661532,0.0
"sigma[4,3]",0.08524590163934426,0.016289205803257753,1.6653223999796296e-7
"sigma[1,4]",0.02493591237473782,0.0023913496262935943,0.0
"sigma[2,4]",0.22642151855635,0.007728558800630378,0.0
"sigma[3,4]",0.4172043010752688,0.013222385722685241,0.0
"sigma[4,4]",0.7311475409836066,0.025869419772179335,0.0
