period,group,a,avg_a,sequence,n,binary,session,treatment,is_probabilistic,delta,id,mpcr,c,round,prev_avg_a,payoff,study,"[0,0.25)","[0.25,0.5)","[0.5,0.75)","[0.75,1]","[0,0.20)","[0.20,0.40)","[0.40,0.60)","[0.60,0.80)","[0.80,1]",prev_super_game_payoff,prev_super_game_init,prev_inter_diff_len,g,l,delta_rd,spe,rd,spge
1.0,2.0,0.0,0.43,8,4,0.0,3,3.0,0,0.8,142,0.6,2.4,36,0.0,2.032,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,7.4,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.0,0.46,8,4,0.0,3,3.0,0,0.8,142,0.6,2.4,37,0.43,2.104,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,7.4,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.04,0.22,8,4,0.0,3,3.0,0,0.8,142,0.6,2.4,38,0.46,1.488,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,7.4,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.04,0.13,8,4,0.0,3,3.0,0,0.8,142,0.6,2.4,39,0.22,1.272,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,7.4,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.04,0.22,8,4,0.0,3,3.0,0,0.8,142,0.6,2.4,40,0.13,1.488,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.4,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,3.0,0.04,0.16,9,4,0.0,3,3.0,0,0.8,142,0.6,2.4,41,0.0,1.3439999999999999,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,8.384,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,3.0,0.04,0.12,9,4,0.0,3,3.0,0,0.8,142,0.6,2.4,42,0.16,1.248,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,8.384,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,3.0,0.04,0.13,9,4,0.0,3,3.0,0,0.8,142,0.6,2.4,43,0.12,1.272,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,8.384,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,3.0,0.04,0.13,9,4,0.0,3,3.0,0,0.8,142,0.6,2.4,44,0.13,1.272,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,8.384,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,3.0,0.04,0.01,9,4,0.0,3,3.0,0,0.8,142,0.6,2.4,45,0.13,0.984,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,8.384,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,3.0,0.04,0.15,10,4,0.0,3,3.0,0,0.8,142,0.6,2.4,46,0.0,1.3199999999999998,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.12,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,3.0,0.04,0.17,10,4,0.0,3,3.0,0,0.8,142,0.6,2.4,47,0.15,1.3679999999999999,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.12,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,3.0,0.04,0.21,10,4,0.0,3,3.0,0,0.8,142,0.6,2.4,48,0.17,1.464,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.12,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,3.0,0.04,0.18,10,4,0.0,3,3.0,0,0.8,142,0.6,2.4,49,0.21,1.392,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,6.12,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,3.0,0.04,0.11,10,4,0.0,3,3.0,0,0.8,142,0.6,2.4,50,0.18,1.224,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.12,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.04,0.03,11,4,0.0,3,3.0,0,0.8,142,0.6,2.4,51,0.0,1.032,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.767999999999999,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.04,0.02,11,4,0.0,3,3.0,0,0.8,142,0.6,2.4,52,0.03,1.008,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.767999999999999,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.0,0.15,11,4,0.0,3,3.0,0,0.8,142,0.6,2.4,53,0.02,1.3599999999999999,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.767999999999999,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.0,0.27,11,4,0.0,3,3.0,0,0.8,142,0.6,2.4,54,0.15,1.6480000000000001,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.767999999999999,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.2,0.18,11,4,0.0,3,3.0,0,0.8,142,0.6,2.4,55,0.27,1.232,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,6.767999999999999,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.04,0.31,12,4,0.0,3,3.0,0,0.8,142,0.6,2.4,56,0.0,1.704,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.28,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.2,0.06,12,4,0.0,3,3.0,0,0.8,142,0.6,2.4,57,0.31,0.9440000000000001,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,6.28,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.0,0.05,12,4,0.0,3,3.0,0,0.8,142,0.6,2.4,58,0.06,1.12,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.28,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.04,0.03,12,4,0.0,3,3.0,0,0.8,142,0.6,2.4,59,0.05,1.032,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.28,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.04,0.03,12,4,0.0,3,3.0,0,0.8,142,0.6,2.4,60,0.03,1.032,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.28,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,4.0,0.04,0.19,13,4,0.0,3,3.0,0,0.8,142,0.6,2.4,61,0.0,1.416,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,5.832000000000001,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,4.0,0.16,0.14,13,4,0.0,3,3.0,0,0.8,142,0.6,2.4,62,0.19,1.176,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.832000000000001,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,4.0,0.08,0.02,13,4,0.0,3,3.0,0,0.8,142,0.6,2.4,63,0.14,0.9680000000000001,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.832000000000001,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,4.0,0.0,0.0,13,4,0.0,3,3.0,0,0.8,142,0.6,2.4,64,0.02,1.0,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.832000000000001,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,4.0,0.0,0.0,13,4,0.0,3,3.0,0,0.8,142,0.6,2.4,65,0.0,1.0,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.832000000000001,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.0,0.24,14,4,0.0,3,3.0,0,0.8,142,0.6,2.4,66,0.0,1.576,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,5.56,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.2,0.28,14,4,0.0,3,3.0,0,0.8,142,0.6,2.4,67,0.24,1.472,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,5.56,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.2,0.37,14,4,0.0,3,3.0,0,0.8,142,0.6,2.4,68,0.28,1.6880000000000002,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,5.56,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.2,0.39,14,4,0.0,3,3.0,0,0.8,142,0.6,2.4,69,0.37,1.736,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,5.56,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.0,0.14,14,4,0.0,3,3.0,0,0.8,142,0.6,2.4,70,0.39,1.336,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,5.56,0.04,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,1.0,0.0,0.2,15,4,0.0,3,3.0,0,0.8,142,0.6,2.4,71,0.0,1.48,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,7.808000000000001,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,1.0,0.12,0.23,15,4,0.0,3,3.0,0,0.8,142,0.6,2.4,72,0.2,1.432,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,7.808000000000001,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,1.0,0.16,0.06,15,4,0.0,3,3.0,0,0.8,142,0.6,2.4,73,0.23,0.984,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,7.808000000000001,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,1.0,0.0,0.0,15,4,0.0,3,3.0,0,0.8,142,0.6,2.4,74,0.06,1.0,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.808000000000001,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,1.0,0.0,0.0,15,4,0.0,3,3.0,0,0.8,142,0.6,2.4,75,0.0,1.0,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.808000000000001,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,4.0,0.2,0.3,1,4,0.0,3,3.0,0,0.8,143,0.6,2.4,1,0.0,1.52,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,4.0,0.28,0.29,1,4,0.0,3,3.0,0,0.8,143,0.6,2.4,2,0.3,1.416,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,4.0,0.4,0.22,1,4,0.0,3,3.0,0,0.8,143,0.6,2.4,3,0.29,1.1280000000000001,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,0.0,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,4.0,0.2,0.19,1,4,0.0,3,3.0,0,0.8,143,0.6,2.4,4,0.22,1.256,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,4.0,0.16,0.11,1,4,0.0,3,3.0,0,0.8,143,0.6,2.4,5,0.19,1.104,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,3.0,0.08,0.37,2,4,0.0,3,3.0,0,0.8,143,0.6,2.4,6,0.0,1.808,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.424,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,3.0,0.04,0.15,2,4,0.0,3,3.0,0,0.8,143,0.6,2.4,7,0.37,1.3199999999999998,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,6.424,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,3.0,0.08,0.03,2,4,0.0,3,3.0,0,0.8,143,0.6,2.4,8,0.15,0.992,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.424,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,3.0,0.04,0.13,2,4,0.0,3,3.0,0,0.8,143,0.6,2.4,9,0.03,1.272,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.424,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,3.0,0.48,0.17,2,4,0.0,3,3.0,0,0.8,143,0.6,2.4,10,0.13,0.928,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.424,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.2,0.27,3,4,0.0,3,3.0,0,0.8,143,0.6,2.4,11,0.0,1.448,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.32,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.24,0.24,3,4,0.0,3,3.0,0,0.8,143,0.6,2.4,12,0.27,1.3359999999999999,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,6.32,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.04,0.13,3,4,0.0,3,3.0,0,0.8,143,0.6,2.4,13,0.24,1.272,lugovskyy et al (2017),1,0,0,0,0,1,0,0,0,6.32,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.4,0.37,3,4,0.0,3,3.0,0,0.8,143,0.6,2.4,14,0.13,1.488,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.32,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.32,0.4,3,4,0.0,3,3.0,0,0.8,143,0.6,2.4,15,0.37,1.64,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,6.32,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.12,0.45,4,4,0.0,3,3.0,0,0.8,143,0.6,2.4,16,0.0,1.96,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,7.184,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.52,0.46,4,4,0.0,3,3.0,0,0.8,143,0.6,2.4,17,0.45,1.584,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,7.184,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.28,0.38,4,4,0.0,3,3.0,0,0.8,143,0.6,2.4,18,0.46,1.632,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,7.184,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.04,0.42,4,4,0.0,3,3.0,0,0.8,143,0.6,2.4,19,0.38,1.968,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,7.184,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.48,0.38,4,4,0.0,3,3.0,0,0.8,143,0.6,2.4,20,0.42,1.432,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,7.184,0.2,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,3.0,0.64,0.34,5,4,0.0,3,3.0,0,0.8,143,0.6,2.4,21,0.0,1.1760000000000002,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,8.576,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,3.0,0.2,0.33,5,4,0.0,3,3.0,0,0.8,143,0.6,2.4,22,0.34,1.592,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,8.576,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,3.0,0.44,0.42,5,4,0.0,3,3.0,0,0.8,143,0.6,2.4,23,0.33,1.568,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,8.576,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,3.0,0.0,0.29,5,4,0.0,3,3.0,0,0.8,143,0.6,2.4,24,0.42,1.696,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,8.576,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,3.0,0.16,0.09,5,4,0.0,3,3.0,0,0.8,143,0.6,2.4,25,0.29,1.056,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,8.576,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.12,0.08,6,4,0.0,3,3.0,0,0.8,143,0.6,2.4,26,0.0,1.072,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,7.088,0.64,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.6,0.15,6,4,0.0,3,3.0,0,0.8,143,0.6,2.4,27,0.08,0.76,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.088,0.64,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.0,0.02,6,4,0.0,3,3.0,0,0.8,143,0.6,2.4,28,0.15,1.048,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.088,0.64,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.16,0.05,6,4,0.0,3,3.0,0,0.8,143,0.6,2.4,29,0.02,0.96,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.088,0.64,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.0,0.02,6,4,0.0,3,3.0,0,0.8,143,0.6,2.4,30,0.05,1.048,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,7.088,0.64,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,4.0,0.12,0.15,7,4,0.0,3,3.0,0,0.8,143,0.6,2.4,31,0.0,1.24,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,4.888,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,4.0,0.16,0.11,7,4,0.0,3,3.0,0,0.8,143,0.6,2.4,32,0.15,1.104,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,4.888,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,4.0,0.2,0.11,7,4,0.0,3,3.0,0,0.8,143,0.6,2.4,33,0.11,1.064,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,4.888,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,4.0,0.24,0.08,7,4,0.0,3,3.0,0,0.8,143,0.6,2.4,34,0.11,0.952,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,4.888,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,4.0,0.36,0.55,7,4,0.0,3,3.0,0,0.8,143,0.6,2.4,35,0.08,1.96,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,4.888,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,1.0,0.36,0.14,8,4,0.0,3,3.0,0,0.8,143,0.6,2.4,36,0.0,0.976,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.32,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,1.0,0.2,0.05,8,4,0.0,3,3.0,0,0.8,143,0.6,2.4,37,0.14,0.92,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.32,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,1.0,0.0,0.0,8,4,0.0,3,3.0,0,0.8,143,0.6,2.4,38,0.05,1.0,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.32,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,1.0,0.08,0.02,8,4,0.0,3,3.0,0,0.8,143,0.6,2.4,39,0.0,0.9680000000000001,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.32,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,1.0,0.28,0.07,8,4,0.0,3,3.0,0,0.8,143,0.6,2.4,40,0.02,0.888,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,6.32,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,4.0,0.12,0.31,9,4,0.0,3,3.0,0,0.8,143,0.6,2.4,41,0.0,1.624,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,4.752,0.36,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,4.0,0.28,0.27,9,4,0.0,3,3.0,0,0.8,143,0.6,2.4,42,0.31,1.3679999999999999,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,4.752,0.36,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,4.0,0.04,0.11,9,4,0.0,3,3.0,0,0.8,143,0.6,2.4,43,0.27,1.224,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,4.752,0.36,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,4.0,0.16,0.08,9,4,0.0,3,3.0,0,0.8,143,0.6,2.4,44,0.11,1.032,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,4.752,0.36,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,4.0,0.4,0.1,9,4,0.0,3,3.0,0,0.8,143,0.6,2.4,45,0.08,0.84,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,4.752,0.36,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,4.0,0.08,0.53,10,4,0.0,3,3.0,0,0.8,143,0.6,2.4,46,0.0,2.192,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,6.088,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,4.0,0.16,0.58,10,4,0.0,3,3.0,0,0.8,143,0.6,2.4,47,0.53,2.2319999999999998,lugovskyy et al (2017),0,0,1,0,0,0,1,0,0,6.088,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,4.0,0.12,0.44,10,4,0.0,3,3.0,0,0.8,143,0.6,2.4,48,0.58,1.936,lugovskyy et al (2017),0,0,1,0,0,0,1,0,0,6.088,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,4.0,0.24,0.62,10,4,0.0,3,3.0,0,0.8,143,0.6,2.4,49,0.44,2.248,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,6.088,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,4.0,0.24,0.46,10,4,0.0,3,3.0,0,0.8,143,0.6,2.4,50,0.62,1.864,lugovskyy et al (2017),0,0,1,0,0,0,0,1,0,6.088,0.12,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.08,0.03,11,4,0.0,3,3.0,0,0.8,143,0.6,2.4,51,0.0,0.992,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,10.472000000000001,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.04,0.02,11,4,0.0,3,3.0,0,0.8,143,0.6,2.4,52,0.03,1.008,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,10.472000000000001,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.2,0.15,11,4,0.0,3,3.0,0,0.8,143,0.6,2.4,53,0.02,1.1600000000000001,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,10.472000000000001,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.68,0.27,11,4,0.0,3,3.0,0,0.8,143,0.6,2.4,54,0.15,0.968,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,10.472000000000001,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.48,0.18,11,4,0.0,3,3.0,0,0.8,143,0.6,2.4,55,0.27,0.952,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,10.472000000000001,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,2.0,0.0,0.31,12,4,0.0,3,3.0,0,0.8,143,0.6,2.4,56,0.0,1.744,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,5.08,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,2.0,0.04,0.06,12,4,0.0,3,3.0,0,0.8,143,0.6,2.4,57,0.31,1.1039999999999999,lugovskyy et al (2017),0,1,0,0,0,1,0,0,0,5.08,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,2.0,0.2,0.05,12,4,0.0,3,3.0,0,0.8,143,0.6,2.4,58,0.06,0.92,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.08,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,2.0,0.08,0.03,12,4,0.0,3,3.0,0,0.8,143,0.6,2.4,59,0.05,0.992,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.08,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,2.0,0.08,0.03,12,4,0.0,3,3.0,0,0.8,143,0.6,2.4,60,0.03,0.992,lugovskyy et al (2017),1,0,0,0,1,0,0,0,0,5.08,0.08,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,1.0,0.32,0.48,13,4,0.0,3,3.0,0,0.8,143,0.6,2.4,61,0.0,1.8319999999999999,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,5.752,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
2.0,1.0,0.68,0.57,13,4,0.0,3,3.0,0,0.8,143,0.6,2.4,62,0.48,1.6879999999999997,lugovskyy et al (2017),0,1,0,0,0,0,1,0,0,5.752,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
3.0,1.0,0.72,0.6,13,4,0.0,3,3.0,0,0.8,143,0.6,2.4,63,0.57,1.72,lugovskyy et al (2017),0,0,1,0,0,0,1,0,0,5.752,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
4.0,1.0,0.8,0.64,13,4,0.0,3,3.0,0,0.8,143,0.6,2.4,64,0.6,1.736,lugovskyy et al (2017),0,0,1,0,0,0,0,1,0,5.752,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
5.0,1.0,0.2,0.45,13,4,0.0,3,3.0,0,0.8,143,0.6,2.4,65,0.64,1.8800000000000001,lugovskyy et al (2017),0,0,1,0,0,0,0,1,0,5.752,0.0,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
1.0,1.0,0.52,0.35,14,4,0.0,3,3.0,0,0.8,143,0.6,2.4,66,0.0,1.3199999999999998,lugovskyy et al (2017),0,0,0,0,0,0,0,0,0,8.856,0.32,0.0,0.2857142857142856,0.28571428571428575,0.436,0.222,1,1
