Row_Label,Estimate,SE,P_Value
alpha[1],-0.35477132117446036,0.0813539067554658,1.2956444606304629e-5
alpha[2],0.10284702265392583,0.09022757677681251,0.25434362988021597
alpha[3],0.13715770639123376,0.0910455787187664,0.1319457924202183
alpha[4],0.6795104747451189,0.11360034547586201,2.209724847546113e-9
beta[1],1.510945400645855,0.329015920988284,4.383518867223657e-6
beta[2],1.2408821567718393,0.37630713733337423,0.0009754102429462286
beta[3],1.227589037430576,0.369563019709886,0.0008946081063989642
beta[4],0.2050121759251667,0.40229957380641096,0.6103311784943886
lambda,0.054100184837314755,0.0018743547851782253,0.0
"sigma[1,1]",0.1092588420815499,0.004686890684451082,0.0
"sigma[2,1]",0.15502839959906448,0.006622507950037362,0.0
"sigma[3,1]",0.0845262440354465,0.007290677690001933,0.0
"sigma[4,1]",0.04398826979472141,0.011480245281427236,0.00012728727448441113
"sigma[1,2]",0.07276413606668168,0.0039043699358107305,0.0
"sigma[2,2]",0.1670564650851988,0.0068250593694534,0.0
"sigma[3,2]",0.15882753919563736,0.009562866429389734,0.0
"sigma[4,2]",0.06744868035190615,0.013871746586988724,1.1602591696302511e-6
"sigma[1,3]",0.019373732822707816,0.0020807027304269887,0.0
"sigma[2,3]",0.12395589709321751,0.0060311169506461065,0.0
"sigma[3,3]",0.18064076346284935,0.01006314150556886,0.0
"sigma[4,3]",0.08504398826979472,0.015358826114108718,3.0744874868204874e-8
"sigma[1,4]",0.02635728767740482,0.002414501926507649,0.0
"sigma[2,4]",0.22418977614433677,0.0076289979768435975,0.0
"sigma[3,4]",0.4096796182685753,0.012858084780023126,0.0
"sigma[4,4]",0.7448680351906158,0.024035859428147028,0.0
