Row_Label,Estimate,SE,P_Value
alpha,-0.37785828241548747,0.03895473523894275,0.0
beta,0.5259506934040499,0.13943875850702186,0.0001620015484742332
lambda,0.046969274683405414,0.0015393297868795828,0.0
